ImageView_0,ImageView_90,ImageView_180,ImageView_270,ImageView_Aufsicht,ImageView_Untersicht,BB,BK,BWH1,BWH2,BANR1,BANR2,NRVNR1,NRVNR2,NRVNR3,NRVNR4,MotorSize
Middle_Motors\view_0\images\mittel_0104_Kombination_42_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_42_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_42_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_42_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_42_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_42_num_6.jpg,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_43_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_43_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_43_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_43_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_43_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_43_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_44_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_44_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_44_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_44_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_44_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_44_num_6.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_45_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_45_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_45_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_45_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_45_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_45_num_6.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_46_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_46_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_46_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_46_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_46_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_46_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_47_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_47_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_47_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_47_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_47_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_47_num_6.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_48_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_48_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_48_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_48_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_48_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_48_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_49_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_49_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_49_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_49_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_49_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_49_num_6.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_50_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_50_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_50_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_50_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_50_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_50_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_51_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_51_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_51_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_51_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_51_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_51_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0104_Kombination_52_num_1.jpg,Middle_Motors\view_90\images\mittel_0104_Kombination_52_num_2.jpg,Middle_Motors\view_180\images\mittel_0104_Kombination_52_num_3.jpg,Middle_Motors\view_270\images\mittel_0104_Kombination_52_num_4.jpg,Middle_Motors\view_top\images\mittel_0104_Kombination_52_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0104_Kombination_52_num_6.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_53_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_53_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_53_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_53_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_53_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_53_num_6.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_54_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_54_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_54_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_54_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_54_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_54_num_6.jpg,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_55_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_55_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_55_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_55_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_55_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_55_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_56_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_56_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_56_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_56_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_56_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_56_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_57_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_57_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_57_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_57_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_57_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_57_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_58_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_58_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_58_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_58_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_58_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_58_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_59_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_59_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_59_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_59_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_59_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_59_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_60_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_60_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_60_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_60_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_60_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_60_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_61_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_61_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_61_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_61_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_61_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_61_num_6.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_62_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_62_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_62_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_62_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_62_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_62_num_6.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_63_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_63_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_63_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_63_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_63_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_63_num_6.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_64_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_64_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_64_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_64_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_64_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_64_num_6.jpg,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_65_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_65_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_65_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_65_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_65_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_65_num_6.jpg,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_66_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_66_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_66_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_66_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_66_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_66_num_6.jpg,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_67_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_67_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_67_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_67_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_67_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_67_num_6.jpg,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0704_Kombination_68_num_1.jpg,Middle_Motors\view_90\images\mittel_0704_Kombination_68_num_2.jpg,Middle_Motors\view_180\images\mittel_0704_Kombination_68_num_3.jpg,Middle_Motors\view_270\images\mittel_0704_Kombination_68_num_4.jpg,Middle_Motors\view_top\images\mittel_0704_Kombination_68_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0704_Kombination_68_num_6.jpg,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_69_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_69_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_69_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_69_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_69_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_69_num_6.jpg,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_71_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_71_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_71_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_71_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_71_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_71_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_72_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_72_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_72_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_72_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_72_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_72_num_6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_73_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_73_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_73_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_73_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_73_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_73_num_6.jpg,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_74_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_74_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_74_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_74_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_74_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_74_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_75_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_75_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_75_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_75_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_75_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_75_num_6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_76_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_76_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_76_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_76_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_76_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_76_num_6.jpg,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_77_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_77_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_77_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_77_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_77_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_77_num_6.jpg,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_78_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_78_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_78_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_78_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_78_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_78_num_6.jpg,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_79_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_79_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_79_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_79_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_79_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_79_num_6.jpg,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_80_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_80_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_80_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_80_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_80_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_80_num_6.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_81_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_81_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_81_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_81_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_81_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_81_num_6.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_82_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_82_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_82_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_82_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_82_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_82_num_6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_83_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_83_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_83_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_83_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_83_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_83_num_6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_84_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_84_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_84_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_84_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_84_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_84_num_6.jpg,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_85_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_85_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_85_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_85_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_85_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_85_num_6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_86_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_86_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_86_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_86_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_86_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_86_num_6.jpg,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_87_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_87_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_87_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_87_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_87_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_87_num_6.jpg,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_88_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_88_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_88_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_88_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_88_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_88_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Middle
Middle_Motors\view_0\images\mittel_0804_Kombination_89_num_1.jpg,Middle_Motors\view_90\images\mittel_0804_Kombination_89_num_2.jpg,Middle_Motors\view_180\images\mittel_0804_Kombination_89_num_3.jpg,Middle_Motors\view_270\images\mittel_0804_Kombination_89_num_4.jpg,Middle_Motors\view_top\images\mittel_0804_Kombination_89_num_5.jpg,Middle_Motors\view_bottom\images\mittel_0804_Kombination_89_num_6.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB1_num_1.jpg,Middle_Motors\view_90\images\mittel_UB1_num_2.jpg,Middle_Motors\view_180\images\mittel_UB1_num_3.jpg,Middle_Motors\view_270\images\mittel_UB1_num_4.jpg,Middle_Motors\view_top\images\mittel_UB1_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB1_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB2_num_1.jpg,Middle_Motors\view_90\images\mittel_UB2_num_2.jpg,Middle_Motors\view_180\images\mittel_UB2_num_3.jpg,Middle_Motors\view_270\images\mittel_UB2_num_4.jpg,Middle_Motors\view_top\images\mittel_UB2_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB2_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB3_num_1.jpg,Middle_Motors\view_90\images\mittel_UB3_num_2.jpg,Middle_Motors\view_180\images\mittel_UB3_num_3.jpg,Middle_Motors\view_270\images\mittel_UB3_num_4.jpg,Middle_Motors\view_top\images\mittel_UB3_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB3_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB4_num_1.jpg,Middle_Motors\view_90\images\mittel_UB4_num_2.jpg,Middle_Motors\view_180\images\mittel_UB4_num_3.jpg,Middle_Motors\view_270\images\mittel_UB4_num_4.jpg,Middle_Motors\view_top\images\mittel_UB4_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB4_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB5_num_1.jpg,Middle_Motors\view_90\images\mittel_UB5_num_2.jpg,Middle_Motors\view_180\images\mittel_UB5_num_3.jpg,Middle_Motors\view_270\images\mittel_UB5_num_4.jpg,Middle_Motors\view_top\images\mittel_UB5_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB5_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
Middle_Motors\view_0\images\mittel_UB6_num_1.jpg,Middle_Motors\view_90\images\mittel_UB6_num_2.jpg,Middle_Motors\view_180\images\mittel_UB6_num_3.jpg,Middle_Motors\view_270\images\mittel_UB6_num_4.jpg,Middle_Motors\view_top\images\mittel_UB6_num_5.jpg,Middle_Motors\view_bottom\images\mittel_UB6_num_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle
